investigation_id,test_id,investigation_number,opened_date,severity,root_cause,status,eqms_record_id,closed_date
5328,81405,INV-0005328,2025-02-19,Critical,Supplier,In Progress,EQMS-7975734,
5329,29824,INV-0005329,2024-11-14,Minor,Sample Handling,Closed,EQMS-5203267,2025-01-20
5330,118781,INV-0005330,2025-12-06,Major,Sample Handling,Closed,EQMS-7325792,2026-01-28
5331,84805,INV-0005331,2024-01-03,Minor,Unknown,Closed,EQMS-0876804,2024-01-23
5332,32357,INV-0005332,2024-06-12,Major,Sample Handling,Closed,EQMS-6985349,2024-06-29
5333,76145,INV-0005333,2024-07-31,Minor,Analytical Method,Closed,EQMS-9469397,2024-08-26
5334,111388,INV-0005334,2025-11-25,Minor,Operator,In Progress,EQMS-0651756,
5335,119956,INV-0005335,2025-08-17,Major,Specification,Closed,EQMS-6603357,2025-09-04
5336,1874,INV-0005336,2026-03-11,Minor,Supplier,Closed,EQMS-9935577,2026-06-05
5337,106519,INV-0005337,2025-01-10,Minor,Operator,Open,EQMS-7738764,
5338,101937,INV-0005338,2026-01-14,Major,Specification,Closed,EQMS-3932057,2026-03-13
5339,67898,INV-0005339,2026-02-19,Major,Specification,Closed,EQMS-2916747,2026-03-30
5340,31700,INV-0005340,2025-03-20,Minor,Operator,In Progress,EQMS-9460840,
5341,88688,INV-0005341,2025-11-04,Minor,Operator,Closed,EQMS-4492313,2025-12-24
5342,88789,INV-0005342,2025-05-07,Minor,Sample Handling,Closed,EQMS-0970416,2025-05-17
5343,45687,INV-0005343,2025-08-09,Minor,Supplier,Open,EQMS-2531547,
5344,24027,INV-0005344,2026-01-10,Minor,Equipment,Closed,EQMS-8474568,2026-02-04
5345,9575,INV-0005345,2025-10-23,Minor,Unknown,Closed,EQMS-1168472,2025-12-09
5346,27569,INV-0005346,2024-06-11,Critical,Operator,In Progress,EQMS-0414106,
5347,106443,INV-0005347,2024-11-18,Minor,Operator,In Progress,EQMS-3541886,
5348,107859,INV-0005348,2024-01-01,Minor,Unknown,Open,EQMS-5537798,
5349,110480,INV-0005349,2024-11-10,Minor,Sample Handling,In Progress,EQMS-6217133,
5350,105248,INV-0005350,2024-07-18,Minor,Supplier,Open,EQMS-9701246,
5351,18602,INV-0005351,2026-01-28,Minor,Unknown,Open,EQMS-5628381,
5352,17364,INV-0005352,2025-08-03,Major,Specification,Closed,EQMS-7457279,2025-08-21
5353,74316,INV-0005353,2026-01-23,Minor,Equipment,Closed,EQMS-9282601,2026-03-13
5354,57160,INV-0005354,2025-04-20,Major,Operator,Closed,EQMS-3224280,2025-06-24
5355,16641,INV-0005355,2024-12-13,Minor,Specification,Closed,EQMS-1956116,2025-01-17
5356,71249,INV-0005356,2024-11-24,Minor,Equipment,Open,EQMS-6857854,
5357,62627,INV-0005357,2024-08-23,Minor,Operator,In Progress,EQMS-2782503,
5358,108028,INV-0005358,2024-11-04,Minor,Operator,Closed,EQMS-2261439,2025-01-30
5359,110499,INV-0005359,2025-09-26,Minor,Specification,Closed,EQMS-7589903,2025-11-03
5360,26671,INV-0005360,2024-08-08,Minor,Unknown,In Progress,EQMS-4472134,
5361,32862,INV-0005361,2025-08-25,Major,Sample Handling,Open,EQMS-5828201,
5362,88610,INV-0005362,2025-04-06,Minor,Specification,Closed,EQMS-8223062,2025-05-15
5363,64507,INV-0005363,2024-10-02,Major,Analytical Method,Closed,EQMS-2286569,2024-11-09
5364,112075,INV-0005364,2024-08-08,Major,Specification,Closed,EQMS-1662586,2024-10-23
5365,71182,INV-0005365,2024-12-22,Minor,Operator,Closed,EQMS-9257232,2025-01-03
5366,71556,INV-0005366,2025-04-09,Minor,Analytical Method,In Progress,EQMS-7488005,
5367,20297,INV-0005367,2025-09-26,Critical,Analytical Method,Open,EQMS-2350646,
5368,35266,INV-0005368,2024-05-03,Minor,Equipment,Closed,EQMS-5142696,2024-06-26
5369,98529,INV-0005369,2024-02-29,Critical,Operator,Closed,EQMS-1150417,2024-04-21
5370,90501,INV-0005370,2025-02-06,Critical,Sample Handling,Closed,EQMS-3048878,2025-03-30
5371,107323,INV-0005371,2024-10-10,Major,Operator,Closed,EQMS-0890115,2024-10-16
5372,114980,INV-0005372,2024-06-01,Major,Supplier,Open,EQMS-1806782,
5373,1797,INV-0005373,2024-01-28,Major,Specification,Closed,EQMS-7319301,2024-02-15
5374,12699,INV-0005374,2025-06-19,Minor,Supplier,Closed,EQMS-5895511,2025-06-24
5375,38242,INV-0005375,2025-10-10,Minor,Specification,Closed,EQMS-6036859,2025-11-04
5376,76693,INV-0005376,2024-12-24,Major,Supplier,Closed,EQMS-1472711,2025-01-15
5377,67897,INV-0005377,2024-04-13,Major,Equipment,Closed,EQMS-0430450,2024-05-14
5378,5841,INV-0005378,2025-08-17,Major,Sample Handling,Closed,EQMS-5353074,2025-10-18
5379,29396,INV-0005379,2025-02-19,Major,Supplier,Closed,EQMS-4686481,2025-04-09
5380,32533,INV-0005380,2026-01-21,Major,Analytical Method,Closed,EQMS-3207295,2026-02-05
5381,97360,INV-0005381,2024-11-07,Minor,Unknown,In Progress,EQMS-1976120,
5382,32533,INV-0005382,2025-10-30,Minor,Analytical Method,Closed,EQMS-1762248,2025-11-19
5383,22342,INV-0005383,2024-07-25,Major,Equipment,Closed,EQMS-7599971,2024-08-01
5384,76326,INV-0005384,2024-05-04,Major,Specification,Closed,EQMS-9511264,2024-05-20
5385,25998,INV-0005385,2024-11-08,Minor,Operator,Closed,EQMS-7553678,2025-01-30
5386,46121,INV-0005386,2024-03-23,Minor,Equipment,Closed,EQMS-4950541,2024-05-29
5387,113094,INV-0005387,2024-09-23,Minor,Equipment,In Progress,EQMS-6260705,
5388,37527,INV-0005388,2024-03-07,Minor,Analytical Method,Closed,EQMS-3518684,2024-05-19
5389,31826,INV-0005389,2026-02-27,Major,Sample Handling,In Progress,EQMS-9857185,
5390,12006,INV-0005390,2025-07-14,Minor,Specification,Closed,EQMS-1693008,2025-10-08
5391,95591,INV-0005391,2024-05-12,Major,Specification,Open,EQMS-8889879,
5392,79891,INV-0005392,2025-01-19,Minor,Supplier,Closed,EQMS-5765849,2025-03-27
5393,1179,INV-0005393,2024-08-24,Major,Supplier,Closed,EQMS-8174622,2024-11-04
5394,74490,INV-0005394,2024-07-30,Minor,Sample Handling,Closed,EQMS-9165149,2024-08-10
5395,59951,INV-0005395,2026-01-24,Minor,Sample Handling,Open,EQMS-4085755,
5396,104300,INV-0005396,2025-05-20,Minor,Analytical Method,In Progress,EQMS-2781584,
5397,71739,INV-0005397,2024-02-27,Minor,Operator,Closed,EQMS-8583356,2024-04-29
5398,73450,INV-0005398,2024-04-29,Major,Unknown,Closed,EQMS-3749708,2024-05-20
5399,66896,INV-0005399,2024-06-30,Major,Operator,Closed,EQMS-4380635,2024-07-27
5400,35930,INV-0005400,2026-03-10,Minor,Equipment,Closed,EQMS-2132061,2026-04-27
5401,109196,INV-0005401,2024-08-28,Major,Unknown,Open,EQMS-5871308,
5402,52451,INV-0005402,2025-10-17,Critical,Specification,Closed,EQMS-1249093,2026-01-10
5403,93368,INV-0005403,2026-01-01,Minor,Analytical Method,Closed,EQMS-1834210,2026-03-17
5404,37414,INV-0005404,2025-06-13,Major,Supplier,Closed,EQMS-5490820,2025-08-29
5405,102591,INV-0005405,2025-02-08,Minor,Analytical Method,Closed,EQMS-4419676,2025-04-18
5406,106554,INV-0005406,2024-07-03,Major,Analytical Method,Closed,EQMS-9397761,2024-09-08
5407,115486,INV-0005407,2024-10-07,Major,Equipment,Closed,EQMS-6812157,2024-11-10
5408,80270,INV-0005408,2025-12-07,Major,Sample Handling,Closed,EQMS-7747387,2026-01-19
5409,76754,INV-0005409,2025-04-24,Major,Specification,Closed,EQMS-8866892,2025-07-08
5410,48719,INV-0005410,2026-01-24,Major,Unknown,Closed,EQMS-6239402,2026-04-03
5411,95237,INV-0005411,2025-02-21,Major,Equipment,In Progress,EQMS-6056584,
5412,57554,INV-0005412,2025-12-05,Critical,Equipment,Closed,EQMS-5437020,2025-12-15
5413,62274,INV-0005413,2024-01-05,Minor,Supplier,Closed,EQMS-4287113,2024-02-16
5414,50431,INV-0005414,2025-11-14,Minor,Unknown,Closed,EQMS-4630250,2026-01-24
5415,25670,INV-0005415,2025-09-17,Major,Supplier,Closed,EQMS-2784990,2025-11-22
5416,86425,INV-0005416,2025-08-02,Critical,Equipment,Closed,EQMS-7096828,2025-10-06
5417,116152,INV-0005417,2024-07-21,Major,Specification,Closed,EQMS-1622106,2024-09-11
5418,98518,INV-0005418,2024-07-12,Critical,Operator,Closed,EQMS-2429998,2024-08-10
5419,116259,INV-0005419,2025-11-28,Major,Unknown,Closed,EQMS-8421030,2026-01-24
5420,103529,INV-0005420,2026-03-12,Minor,Specification,Closed,EQMS-6235142,2026-03-21
5421,115618,INV-0005421,2025-05-22,Minor,Operator,Closed,EQMS-2931843,2025-07-19
5422,53978,INV-0005422,2024-03-12,Minor,Equipment,Closed,EQMS-6181897,2024-03-31
5423,55717,INV-0005423,2025-03-27,Critical,Sample Handling,Closed,EQMS-7411063,2025-06-05
5424,56752,INV-0005424,2024-11-24,Minor,Supplier,Closed,EQMS-3685049,2025-01-13
5425,36830,INV-0005425,2024-08-26,Minor,Analytical Method,Closed,EQMS-4766526,2024-11-15
5426,12497,INV-0005426,2024-10-01,Minor,Operator,Closed,EQMS-9743987,2024-11-27
5427,104364,INV-0005427,2024-11-15,Minor,Analytical Method,Closed,EQMS-9931153,2024-12-04
5428,111381,INV-0005428,2025-08-13,Major,Specification,In Progress,EQMS-3434944,
5429,83751,INV-0005429,2026-01-04,Major,Supplier,In Progress,EQMS-2449947,
5430,48085,INV-0005430,2024-02-05,Major,Analytical Method,In Progress,EQMS-6450495,
5431,67958,INV-0005431,2025-08-12,Critical,Specification,In Progress,EQMS-6955572,
5432,88534,INV-0005432,2025-06-29,Major,Sample Handling,Closed,EQMS-5668264,2025-08-11
5433,84308,INV-0005433,2025-07-16,Critical,Unknown,In Progress,EQMS-7454081,
5434,74195,INV-0005434,2025-10-04,Minor,Equipment,Closed,EQMS-0068507,2025-11-04
5435,35389,INV-0005435,2024-12-19,Major,Sample Handling,In Progress,EQMS-8470922,
5436,89208,INV-0005436,2024-07-25,Major,Sample Handling,Closed,EQMS-2202598,2024-10-12
5437,91321,INV-0005437,2024-02-22,Major,Supplier,Closed,EQMS-5076265,2024-03-21
5438,112848,INV-0005438,2025-11-06,Major,Unknown,In Progress,EQMS-4987189,
5439,11298,INV-0005439,2025-07-01,Minor,Sample Handling,Closed,EQMS-8364829,2025-07-30
5440,46198,INV-0005440,2024-09-09,Minor,Equipment,In Progress,EQMS-6202752,
5441,31647,INV-0005441,2026-01-18,Minor,Supplier,Closed,EQMS-9684787,2026-02-05
5442,9973,INV-0005442,2024-09-10,Minor,Operator,Closed,EQMS-7762475,2024-11-09
5443,85636,INV-0005443,2024-06-16,Critical,Sample Handling,Closed,EQMS-3957142,2024-09-01
5444,90920,INV-0005444,2026-03-30,Minor,Analytical Method,In Progress,EQMS-8739473,
5445,27055,INV-0005445,2024-05-23,Minor,Sample Handling,Closed,EQMS-5601095,2024-06-21
5446,83097,INV-0005446,2025-03-20,Major,Specification,Closed,EQMS-2247798,2025-03-27
5447,48239,INV-0005447,2025-05-17,Major,Equipment,Closed,EQMS-3242136,2025-07-21
5448,104676,INV-0005448,2025-05-30,Minor,Sample Handling,Closed,EQMS-1791425,2025-07-31
5449,71356,INV-0005449,2025-04-07,Critical,Supplier,Closed,EQMS-2557756,2025-05-01
5450,68456,INV-0005450,2025-04-21,Minor,Sample Handling,In Progress,EQMS-1672046,
5451,73724,INV-0005451,2025-08-26,Minor,Unknown,Closed,EQMS-4341949,2025-10-12
5452,10892,INV-0005452,2025-07-19,Minor,Sample Handling,In Progress,EQMS-1059161,
5453,90080,INV-0005453,2024-04-26,Minor,Unknown,Closed,EQMS-5828587,2024-06-06
5454,119353,INV-0005454,2025-06-14,Major,Operator,Closed,EQMS-2132168,2025-08-30
5455,115180,INV-0005455,2024-10-23,Major,Analytical Method,Closed,EQMS-8319885,2024-12-16
5456,2996,INV-0005456,2025-07-17,Major,Sample Handling,Closed,EQMS-5046371,2025-08-06
5457,62479,INV-0005457,2026-02-14,Major,Analytical Method,Open,EQMS-7697762,
5458,78089,INV-0005458,2025-07-05,Minor,Specification,Closed,EQMS-7307246,2025-08-08
5459,32194,INV-0005459,2024-12-15,Minor,Specification,In Progress,EQMS-4186127,
5460,90398,INV-0005460,2024-03-26,Minor,Supplier,Open,EQMS-9261286,
5461,96368,INV-0005461,2025-12-02,Major,Specification,Closed,EQMS-4777685,2026-01-24
5462,102556,INV-0005462,2025-06-08,Major,Supplier,Closed,EQMS-3653237,2025-07-10
5463,31211,INV-0005463,2024-04-07,Major,Analytical Method,Closed,EQMS-3088350,2024-05-11
5464,103271,INV-0005464,2024-05-14,Major,Specification,Closed,EQMS-8790480,2024-05-20
5465,108710,INV-0005465,2025-07-14,Critical,Operator,In Progress,EQMS-4744199,
5466,80080,INV-0005466,2025-01-14,Minor,Equipment,Closed,EQMS-5724162,2025-01-20
5467,92940,INV-0005467,2025-11-05,Minor,Supplier,Closed,EQMS-7845253,2025-11-11
5468,5686,INV-0005468,2024-12-28,Major,Specification,Open,EQMS-7899189,
5469,63475,INV-0005469,2025-04-26,Major,Operator,Closed,EQMS-3492939,2025-06-24
5470,76922,INV-0005470,2025-06-28,Minor,Analytical Method,Closed,EQMS-6578324,2025-09-03
5471,20718,INV-0005471,2024-10-12,Minor,Analytical Method,Closed,EQMS-6034093,2024-12-07
5472,19796,INV-0005472,2025-02-12,Critical,Sample Handling,In Progress,EQMS-9821617,
5473,20891,INV-0005473,2024-08-23,Major,Equipment,Closed,EQMS-2901929,2024-09-08
5474,61866,INV-0005474,2026-01-23,Major,Supplier,Open,EQMS-0732390,
5475,66117,INV-0005475,2025-01-28,Minor,Operator,Closed,EQMS-2567302,2025-02-08
5476,101585,INV-0005476,2024-06-02,Minor,Specification,Closed,EQMS-9987714,2024-08-02
5477,19670,INV-0005477,2024-03-07,Minor,Supplier,In Progress,EQMS-7167985,
5478,80208,INV-0005478,2025-03-24,Minor,Specification,Closed,EQMS-3406467,2025-04-27
5479,23116,INV-0005479,2025-05-20,Major,Operator,Open,EQMS-7911602,
5480,117860,INV-0005480,2025-06-14,Minor,Operator,Open,EQMS-7172496,
5481,44415,INV-0005481,2025-07-16,Minor,Sample Handling,Closed,EQMS-6691509,2025-07-29
5482,89473,INV-0005482,2024-07-01,Minor,Unknown,Closed,EQMS-9420808,2024-08-19
5483,34541,INV-0005483,2024-10-07,Minor,Supplier,Closed,EQMS-7919829,2024-11-04
5484,99382,INV-0005484,2024-05-02,Major,Unknown,Closed,EQMS-5972782,2024-06-30
5485,46393,INV-0005485,2025-08-12,Minor,Specification,Closed,EQMS-2662992,2025-09-28
5486,39216,INV-0005486,2024-05-01,Critical,Operator,Closed,EQMS-0250074,2024-05-09
5487,92893,INV-0005487,2024-06-16,Minor,Equipment,In Progress,EQMS-6724452,
5488,32418,INV-0005488,2025-06-19,Minor,Unknown,Closed,EQMS-8488099,2025-07-30
5489,40367,INV-0005489,2024-12-28,Major,Supplier,Open,EQMS-2875023,
5490,12177,INV-0005490,2026-01-22,Critical,Unknown,Closed,EQMS-1073964,2026-03-07
5491,11423,INV-0005491,2024-06-22,Critical,Supplier,Closed,EQMS-4242448,2024-07-18
5492,61541,INV-0005492,2024-06-13,Minor,Specification,In Progress,EQMS-7613068,
5493,9624,INV-0005493,2025-08-18,Minor,Supplier,Closed,EQMS-1602500,2025-10-03
5494,64581,INV-0005494,2024-01-16,Minor,Unknown,Open,EQMS-7617464,
5495,75705,INV-0005495,2025-12-06,Major,Analytical Method,Closed,EQMS-5172848,2025-12-27
5496,105605,INV-0005496,2024-12-16,Minor,Unknown,In Progress,EQMS-1501579,
5497,3237,INV-0005497,2025-06-23,Major,Supplier,Closed,EQMS-2860513,2025-09-12
5498,63868,INV-0005498,2026-01-10,Major,Analytical Method,Closed,EQMS-9880692,2026-03-04
5499,40460,INV-0005499,2024-10-16,Minor,Specification,Closed,EQMS-1522685,2024-11-25
5500,36891,INV-0005500,2024-05-06,Minor,Unknown,Open,EQMS-7580396,
5501,31292,INV-0005501,2025-11-25,Major,Operator,In Progress,EQMS-6997859,
5502,59818,INV-0005502,2025-03-09,Minor,Supplier,In Progress,EQMS-3132526,
5503,2180,INV-0005503,2025-07-20,Minor,Analytical Method,Closed,EQMS-4120303,2025-08-21
5504,84940,INV-0005504,2026-03-22,Minor,Specification,In Progress,EQMS-0721500,
5505,20943,INV-0005505,2025-08-18,Major,Sample Handling,Closed,EQMS-9858266,2025-10-18
5506,86796,INV-0005506,2024-02-02,Major,Equipment,Closed,EQMS-3623354,2024-03-11
5507,108800,INV-0005507,2024-10-12,Minor,Specification,Closed,EQMS-4211280,2024-12-01
5508,19902,INV-0005508,2025-11-18,Major,Analytical Method,Closed,EQMS-4985478,2026-01-10
5509,73239,INV-0005509,2026-03-16,Minor,Sample Handling,Closed,EQMS-8737301,2026-06-03
5510,69796,INV-0005510,2024-12-27,Major,Analytical Method,In Progress,EQMS-9081043,
5511,47333,INV-0005511,2025-05-31,Minor,Supplier,Closed,EQMS-2251846,2025-08-15
5512,82096,INV-0005512,2025-09-09,Minor,Operator,Closed,EQMS-1943133,2025-09-18
5513,58277,INV-0005513,2025-03-03,Minor,Sample Handling,Closed,EQMS-5895098,2025-05-22
5514,79080,INV-0005514,2024-02-22,Major,Unknown,Closed,EQMS-8070068,2024-05-14
5515,98107,INV-0005515,2024-02-16,Minor,Specification,In Progress,EQMS-4459166,
5516,86512,INV-0005516,2026-03-22,Major,Supplier,Closed,EQMS-8918261,2026-06-18
5517,79158,INV-0005517,2025-08-14,Major,Operator,Open,EQMS-2464864,
5518,103447,INV-0005518,2024-07-28,Minor,Analytical Method,Closed,EQMS-0532346,2024-08-27
5519,43417,INV-0005519,2024-09-30,Major,Sample Handling,In Progress,EQMS-3353463,
5520,86655,INV-0005520,2025-12-11,Major,Sample Handling,Closed,EQMS-4888636,2026-01-06
5521,66438,INV-0005521,2024-06-19,Minor,Unknown,Closed,EQMS-0314406,2024-07-29
5522,20102,INV-0005522,2024-07-09,Minor,Sample Handling,Closed,EQMS-3791519,2024-10-01
5523,25032,INV-0005523,2025-01-26,Major,Sample Handling,Closed,EQMS-7256700,2025-03-21
5524,85268,INV-0005524,2024-07-30,Major,Specification,Open,EQMS-0796539,
5525,21373,INV-0005525,2024-04-10,Major,Specification,Closed,EQMS-3041656,2024-06-03
5526,19485,INV-0005526,2025-10-26,Major,Unknown,Closed,EQMS-9649222,2026-01-03
5527,91222,INV-0005527,2026-01-07,Critical,Unknown,Closed,EQMS-4033768,2026-03-01
5528,4993,INV-0005528,2025-02-25,Major,Unknown,Closed,EQMS-1069178,2025-05-05
5529,78766,INV-0005529,2024-01-29,Major,Operator,Closed,EQMS-2835285,2024-04-25
5530,113133,INV-0005530,2024-12-03,Minor,Equipment,Closed,EQMS-4306516,2025-02-01
5531,111061,INV-0005531,2024-12-20,Minor,Unknown,Closed,EQMS-6989227,2025-03-19
5532,27465,INV-0005532,2024-05-30,Major,Supplier,In Progress,EQMS-8977877,
5533,75152,INV-0005533,2025-07-12,Major,Supplier,In Progress,EQMS-6104532,
5534,78172,INV-0005534,2026-01-16,Minor,Sample Handling,Closed,EQMS-9902163,2026-01-21
5535,72321,INV-0005535,2024-12-20,Major,Supplier,In Progress,EQMS-1961861,
5536,21936,INV-0005536,2024-11-16,Major,Unknown,Closed,EQMS-8261358,2025-01-03
5537,45620,INV-0005537,2024-07-04,Major,Specification,Closed,EQMS-6881301,2024-09-25
5538,82639,INV-0005538,2024-10-17,Major,Sample Handling,Open,EQMS-3252812,
5539,105769,INV-0005539,2024-10-22,Major,Sample Handling,In Progress,EQMS-4440828,
5540,27198,INV-0005540,2024-02-04,Minor,Sample Handling,Open,EQMS-9885571,
5541,13000,INV-0005541,2024-08-23,Major,Analytical Method,Closed,EQMS-0854335,2024-10-22
5542,49462,INV-0005542,2024-09-06,Minor,Supplier,Closed,EQMS-0052350,2024-11-19
5543,49621,INV-0005543,2026-01-29,Major,Specification,In Progress,EQMS-7088628,
5544,71871,INV-0005544,2025-05-03,Major,Sample Handling,Open,EQMS-8714234,
5545,27660,INV-0005545,2024-06-15,Minor,Equipment,In Progress,EQMS-1277727,
5546,4746,INV-0005546,2024-12-27,Major,Unknown,Closed,EQMS-8258791,2025-01-08
5547,53490,INV-0005547,2026-02-20,Minor,Supplier,Closed,EQMS-2826223,2026-03-02
5548,88037,INV-0005548,2024-04-24,Minor,Operator,Closed,EQMS-4764946,2024-06-08
5549,77475,INV-0005549,2026-03-07,Minor,Equipment,Closed,EQMS-8831528,2026-05-03
5550,32645,INV-0005550,2025-03-24,Minor,Supplier,Closed,EQMS-3298678,2025-06-11
5551,95498,INV-0005551,2025-05-30,Minor,Sample Handling,Open,EQMS-9057883,
5552,23421,INV-0005552,2024-02-02,Minor,Sample Handling,Closed,EQMS-0409764,2024-04-11
5553,10314,INV-0005553,2024-07-18,Critical,Sample Handling,Closed,EQMS-2137226,2024-08-12
5554,57150,INV-0005554,2025-09-13,Major,Operator,Closed,EQMS-9550813,2025-10-27
5555,83397,INV-0005555,2024-03-15,Minor,Equipment,In Progress,EQMS-7777941,
5556,99542,INV-0005556,2026-01-20,Major,Supplier,Closed,EQMS-0209537,2026-03-04
5557,55094,INV-0005557,2024-05-31,Major,Unknown,Closed,EQMS-0232774,2024-06-24
5558,49835,INV-0005558,2024-02-24,Major,Operator,In Progress,EQMS-6559767,
5559,53777,INV-0005559,2024-04-02,Minor,Specification,Closed,EQMS-9317315,2024-05-26
5560,63594,INV-0005560,2025-02-18,Minor,Specification,Closed,EQMS-5053379,2025-03-18
5561,109656,INV-0005561,2025-02-23,Minor,Specification,In Progress,EQMS-4217349,
5562,9802,INV-0005562,2025-08-20,Major,Analytical Method,Closed,EQMS-1294369,2025-08-30
5563,89200,INV-0005563,2024-12-06,Major,Operator,Closed,EQMS-2506977,2025-02-28
5564,97700,INV-0005564,2025-08-13,Major,Operator,Closed,EQMS-9950880,2025-11-09
5565,72439,INV-0005565,2025-09-10,Major,Specification,Open,EQMS-8186134,
5566,34280,INV-0005566,2025-04-04,Critical,Specification,Open,EQMS-2964383,
5567,83037,INV-0005567,2025-06-15,Minor,Unknown,Closed,EQMS-6106509,2025-07-13
5568,27082,INV-0005568,2026-02-27,Major,Analytical Method,Closed,EQMS-1811958,2026-05-27
5569,70886,INV-0005569,2024-02-06,Minor,Supplier,Closed,EQMS-9063213,2024-02-24
5570,85730,INV-0005570,2024-12-25,Critical,Operator,In Progress,EQMS-3487716,
5571,54850,INV-0005571,2024-04-24,Major,Specification,Open,EQMS-5882475,
5572,9221,INV-0005572,2024-06-24,Major,Supplier,Closed,EQMS-8484016,2024-09-17
5573,28609,INV-0005573,2024-06-21,Major,Equipment,Closed,EQMS-5702468,2024-07-03
5574,72627,INV-0005574,2025-06-09,Minor,Analytical Method,Closed,EQMS-5855779,2025-07-24
5575,47793,INV-0005575,2025-08-11,Minor,Sample Handling,Closed,EQMS-3274047,2025-08-16
5576,101483,INV-0005576,2025-07-09,Major,Analytical Method,Closed,EQMS-5921218,2025-08-17
5577,20084,INV-0005577,2025-02-28,Minor,Supplier,Closed,EQMS-4946364,2025-04-26
5578,71196,INV-0005578,2024-08-16,Minor,Analytical Method,Closed,EQMS-1304352,2024-10-25
5579,36965,INV-0005579,2025-03-15,Major,Specification,Closed,EQMS-3543821,2025-04-11
5580,31683,INV-0005580,2024-05-08,Critical,Analytical Method,In Progress,EQMS-6813926,
5581,114354,INV-0005581,2026-02-23,Major,Supplier,In Progress,EQMS-6759608,
5582,49051,INV-0005582,2025-10-05,Minor,Equipment,Closed,EQMS-0598853,2025-12-19
5583,35595,INV-0005583,2024-05-20,Major,Unknown,Closed,EQMS-4281441,2024-06-11
5584,111717,INV-0005584,2026-02-16,Minor,Sample Handling,Closed,EQMS-5979959,2026-03-23
5585,113777,INV-0005585,2025-02-16,Minor,Sample Handling,Closed,EQMS-4259167,2025-02-21
5586,24019,INV-0005586,2026-01-24,Minor,Specification,Closed,EQMS-1662330,2026-03-01
