capa_id,investigation_id,capa_number,action_type,owner_function,due_date,status,effectiveness
2885,5368,CAPA-002885,Preventive,Manufacturing,2024-07-19,Closed,Effective
2886,2086,CAPA-002886,Corrective and Preventive,Laboratory,2025-10-14,Monitoring,Effective
2887,4718,CAPA-002887,Preventive,Supplier Quality,2025-09-15,Open,Monitoring
2888,8302,CAPA-002888,Preventive,Supplier Quality,2025-12-07,Open,Effective
2889,1671,CAPA-002889,Corrective,Supplier Quality,2025-02-26,Closed,Monitoring
2890,8975,CAPA-002890,Preventive,MSAT,2025-08-05,Open,Effective
2891,9345,CAPA-002891,Corrective,MSAT,2026-06-28,Closed,Effective
2892,11333,CAPA-002892,Preventive,Manufacturing,2026-02-16,Closed,Effective
2893,4324,CAPA-002893,Preventive,Quality,2025-12-01,Open,Effective
2894,488,CAPA-002894,Corrective,MSAT,2024-09-03,Open,Not Assessed
2895,7513,CAPA-002895,Corrective and Preventive,Manufacturing,2025-07-24,Monitoring,Effective
2896,6165,CAPA-002896,Corrective and Preventive,Manufacturing,2025-12-05,Monitoring,Monitoring
2897,6306,CAPA-002897,Corrective and Preventive,Supplier Quality,2025-12-13,Closed,Effective
2898,10675,CAPA-002898,Corrective and Preventive,Quality,2024-10-05,Closed,Effective
2899,10905,CAPA-002899,Preventive,Supplier Quality,2026-04-05,Closed,Effective
2900,6328,CAPA-002900,Preventive,Manufacturing,2025-03-14,Closed,Effective
2901,117,CAPA-002901,Corrective and Preventive,Quality,2025-03-09,Open,Effective
2902,9298,CAPA-002902,Corrective,Laboratory,2024-06-19,Closed,Effective
2903,9265,CAPA-002903,Preventive,Quality,2025-12-01,Monitoring,Effective
2904,3062,CAPA-002904,Corrective and Preventive,Supplier Quality,2025-12-08,Closed,Effective
2905,3851,CAPA-002905,Corrective,MSAT,2026-11-03,Closed,Effective
2906,7503,CAPA-002906,Corrective and Preventive,Manufacturing,2025-09-23,Monitoring,Effective
2907,4833,CAPA-002907,Corrective and Preventive,MSAT,2025-03-31,Closed,Effective
2908,3490,CAPA-002908,Corrective and Preventive,Laboratory,2025-01-03,Closed,Effective
2909,1799,CAPA-002909,Corrective and Preventive,Laboratory,2026-06-26,Closed,Not Assessed
2910,4267,CAPA-002910,Preventive,Manufacturing,2025-05-23,Open,Effective
2911,11114,CAPA-002911,Corrective and Preventive,Laboratory,2025-02-11,Monitoring,Ineffective
2912,3967,CAPA-002912,Preventive,Manufacturing,2025-11-27,Open,Ineffective
2913,10308,CAPA-002913,Preventive,Quality,2026-07-04,Closed,Effective
2914,456,CAPA-002914,Corrective,Quality,2026-06-25,Monitoring,Effective
2915,9763,CAPA-002915,Corrective,Supplier Quality,2026-08-06,Closed,Not Assessed
2916,3749,CAPA-002916,Corrective,Laboratory,2025-03-01,Closed,Monitoring
2917,4146,CAPA-002917,Corrective and Preventive,MSAT,2025-02-14,Open,Effective
2918,907,CAPA-002918,Corrective and Preventive,Quality,2025-09-19,Open,Effective
2919,2235,CAPA-002919,Corrective and Preventive,Quality,2026-07-05,Closed,Effective
2920,1412,CAPA-002920,Corrective and Preventive,Manufacturing,2024-08-04,Closed,Not Assessed
2921,3972,CAPA-002921,Corrective and Preventive,Laboratory,2026-01-03,Monitoring,Not Assessed
2922,7435,CAPA-002922,Preventive,Laboratory,2025-02-08,Monitoring,Effective
2923,3201,CAPA-002923,Corrective,Supplier Quality,2026-06-17,Closed,Monitoring
2924,11224,CAPA-002924,Corrective,Laboratory,2024-08-03,Closed,Effective
2925,2101,CAPA-002925,Preventive,Supplier Quality,2026-08-15,Closed,Effective
2926,3986,CAPA-002926,Corrective and Preventive,Laboratory,2025-05-23,Closed,Ineffective
2927,7369,CAPA-002927,Corrective,Laboratory,2025-03-15,Open,Effective
2928,11735,CAPA-002928,Corrective and Preventive,Supplier Quality,2025-12-21,Closed,Effective
2929,1444,CAPA-002929,Corrective,Laboratory,2024-10-23,Closed,Effective
2930,9684,CAPA-002930,Corrective,Supplier Quality,2026-08-05,Closed,Effective
2931,2080,CAPA-002931,Corrective and Preventive,Laboratory,2025-09-08,Closed,Effective
2932,11434,CAPA-002932,Preventive,Supplier Quality,2025-02-14,Closed,Effective
2933,1205,CAPA-002933,Corrective,Laboratory,2026-07-11,Closed,Ineffective
2934,3069,CAPA-002934,Preventive,Supplier Quality,2026-06-08,Closed,Effective
2935,11006,CAPA-002935,Preventive,Manufacturing,2024-08-12,Closed,Effective
2936,6228,CAPA-002936,Preventive,Manufacturing,2026-05-30,Closed,Effective
2937,9748,CAPA-002937,Preventive,MSAT,2025-07-18,Open,Effective
2938,7698,CAPA-002938,Preventive,Supplier Quality,2025-11-26,Closed,Monitoring
2939,2112,CAPA-002939,Corrective,Supplier Quality,2026-06-21,Open,Effective
2940,3990,CAPA-002940,Preventive,MSAT,2025-01-17,Closed,Effective
2941,11940,CAPA-002941,Preventive,Manufacturing,2024-10-28,Closed,Monitoring
2942,8837,CAPA-002942,Preventive,Supplier Quality,2025-06-21,Closed,Effective
2943,10296,CAPA-002943,Preventive,Supplier Quality,2024-09-12,Closed,Not Assessed
2944,8132,CAPA-002944,Preventive,Quality,2026-07-21,Closed,Effective
2945,10244,CAPA-002945,Corrective and Preventive,Laboratory,2024-06-10,Closed,Effective
2946,2172,CAPA-002946,Preventive,Supplier Quality,2025-04-19,Closed,Effective
2947,2089,CAPA-002947,Preventive,MSAT,2025-09-09,Monitoring,Effective
2948,2295,CAPA-002948,Corrective and Preventive,MSAT,2026-03-24,Monitoring,Effective
2949,76,CAPA-002949,Corrective,MSAT,2026-06-10,Closed,Effective
2950,2462,CAPA-002950,Preventive,Laboratory,2026-03-15,Open,Effective
2951,10850,CAPA-002951,Corrective,MSAT,2025-06-09,Closed,Effective
2952,4677,CAPA-002952,Preventive,Laboratory,2024-10-03,Monitoring,Monitoring
2953,5841,CAPA-002953,Corrective,Manufacturing,2024-10-09,Open,Not Assessed
2954,8928,CAPA-002954,Corrective,Quality,2025-02-19,Closed,Effective
2955,11716,CAPA-002955,Preventive,Quality,2024-06-04,Closed,Effective
2956,3120,CAPA-002956,Corrective,Supplier Quality,2024-06-12,Closed,Effective
2957,341,CAPA-002957,Corrective,Quality,2025-10-14,Closed,Not Assessed
2958,7890,CAPA-002958,Corrective,MSAT,2026-07-01,Open,Not Assessed
2959,8738,CAPA-002959,Corrective,Manufacturing,2026-01-26,Closed,Not Assessed
2960,2716,CAPA-002960,Preventive,Supplier Quality,2024-08-18,Open,Effective
2961,4453,CAPA-002961,Corrective,MSAT,2025-10-30,Open,Effective
2962,10407,CAPA-002962,Corrective,MSAT,2026-10-22,Open,Not Assessed
2963,2729,CAPA-002963,Corrective,Manufacturing,2025-08-25,Closed,Monitoring
2964,2979,CAPA-002964,Corrective,Laboratory,2026-04-26,Open,Effective
2965,2246,CAPA-002965,Corrective,Supplier Quality,2025-12-22,Monitoring,Effective
2966,4835,CAPA-002966,Corrective,Manufacturing,2024-06-16,Closed,Effective
2967,6570,CAPA-002967,Preventive,Quality,2026-03-16,Closed,Ineffective
2968,2240,CAPA-002968,Preventive,Manufacturing,2024-07-20,Closed,Monitoring
2969,986,CAPA-002969,Preventive,Supplier Quality,2025-12-18,Closed,Effective
2970,6707,CAPA-002970,Corrective,Quality,2025-02-18,Open,Ineffective
2971,8584,CAPA-002971,Corrective,Quality,2025-10-07,Monitoring,Monitoring
2972,4268,CAPA-002972,Preventive,Quality,2024-09-12,Closed,Effective
2973,576,CAPA-002973,Preventive,Supplier Quality,2026-04-30,Closed,Not Assessed
2974,353,CAPA-002974,Preventive,MSAT,2026-10-06,Open,Monitoring
2975,636,CAPA-002975,Preventive,Quality,2026-03-26,Monitoring,Monitoring
2976,1384,CAPA-002976,Corrective and Preventive,Laboratory,2025-06-29,Closed,Effective
2977,8894,CAPA-002977,Preventive,Laboratory,2026-05-02,Monitoring,Monitoring
2978,11451,CAPA-002978,Preventive,Manufacturing,2025-08-12,Closed,Not Assessed
2979,5973,CAPA-002979,Corrective,Supplier Quality,2026-01-31,Closed,Ineffective
2980,1522,CAPA-002980,Corrective,MSAT,2026-02-04,Closed,Monitoring
2981,3428,CAPA-002981,Preventive,Manufacturing,2026-10-18,Closed,Effective
2982,3516,CAPA-002982,Corrective,Supplier Quality,2026-07-30,Open,Effective
2983,4480,CAPA-002983,Preventive,Supplier Quality,2026-05-11,Closed,Ineffective
2984,4678,CAPA-002984,Corrective,Supplier Quality,2026-02-08,Closed,Monitoring
2985,9584,CAPA-002985,Preventive,MSAT,2024-11-23,Closed,Ineffective
2986,8091,CAPA-002986,Corrective,Laboratory,2025-04-19,Closed,Monitoring
2987,5718,CAPA-002987,Corrective and Preventive,Quality,2025-06-06,Monitoring,Effective
2988,5604,CAPA-002988,Corrective and Preventive,MSAT,2026-01-01,Monitoring,Effective
2989,9259,CAPA-002989,Corrective,Quality,2026-05-29,Closed,Effective
2990,10952,CAPA-002990,Corrective and Preventive,Manufacturing,2026-05-11,Closed,Effective
2991,11255,CAPA-002991,Corrective,Manufacturing,2025-02-27,Closed,Effective
2992,10447,CAPA-002992,Corrective,MSAT,2025-02-21,Closed,Ineffective
2993,4057,CAPA-002993,Preventive,Supplier Quality,2025-10-18,Closed,Monitoring
2994,10874,CAPA-002994,Corrective,MSAT,2026-07-20,Closed,Effective
2995,4830,CAPA-002995,Corrective,Laboratory,2025-05-14,Monitoring,Effective
2996,11949,CAPA-002996,Corrective,Quality,2026-04-27,Open,Effective
2997,7344,CAPA-002997,Corrective,Quality,2026-10-20,Closed,Effective
2998,1734,CAPA-002998,Corrective and Preventive,Supplier Quality,2024-08-03,Open,Effective
2999,8810,CAPA-002999,Corrective and Preventive,Quality,2025-06-09,Closed,Ineffective
3000,8809,CAPA-003000,Corrective and Preventive,Laboratory,2024-09-08,Closed,Monitoring
3001,6659,CAPA-003001,Preventive,Laboratory,2026-03-31,Closed,Effective
3002,1667,CAPA-003002,Preventive,Manufacturing,2025-08-11,Monitoring,Not Assessed
3003,11772,CAPA-003003,Corrective,Supplier Quality,2024-10-01,Open,Effective
3004,1817,CAPA-003004,Preventive,MSAT,2026-10-24,Closed,Effective
3005,3629,CAPA-003005,Preventive,Laboratory,2024-09-23,Closed,Ineffective
3006,8552,CAPA-003006,Corrective,Supplier Quality,2026-03-27,Closed,Effective
3007,5771,CAPA-003007,Preventive,MSAT,2024-09-26,Closed,Effective
3008,11566,CAPA-003008,Preventive,Manufacturing,2026-08-19,Open,Effective
3009,3018,CAPA-003009,Corrective,Quality,2026-03-09,Closed,Monitoring
3010,7806,CAPA-003010,Corrective and Preventive,Supplier Quality,2025-10-16,Monitoring,Monitoring
3011,2459,CAPA-003011,Corrective,Supplier Quality,2025-10-09,Monitoring,Monitoring
3012,5277,CAPA-003012,Preventive,Supplier Quality,2025-08-02,Closed,Effective
3013,5072,CAPA-003013,Preventive,MSAT,2026-09-20,Closed,Not Assessed
3014,8512,CAPA-003014,Corrective,Laboratory,2024-11-30,Monitoring,Monitoring
3015,9769,CAPA-003015,Corrective,Supplier Quality,2025-10-15,Open,Monitoring
3016,652,CAPA-003016,Preventive,Quality,2026-04-12,Closed,Monitoring
3017,8049,CAPA-003017,Corrective and Preventive,MSAT,2025-04-09,Closed,Not Assessed
3018,5650,CAPA-003018,Preventive,Laboratory,2026-06-17,Closed,Monitoring
3019,4996,CAPA-003019,Preventive,Laboratory,2025-11-26,Closed,Effective
3020,8008,CAPA-003020,Corrective,Manufacturing,2024-11-26,Monitoring,Ineffective
3021,9801,CAPA-003021,Preventive,Supplier Quality,2025-04-05,Closed,Effective
3022,34,CAPA-003022,Corrective and Preventive,Quality,2026-04-22,Closed,Effective
3023,2052,CAPA-003023,Preventive,Quality,2025-05-01,Closed,Effective
3024,2091,CAPA-003024,Preventive,Manufacturing,2025-02-15,Monitoring,Effective
3025,5707,CAPA-003025,Corrective and Preventive,Laboratory,2025-07-20,Monitoring,Ineffective
3026,4847,CAPA-003026,Corrective and Preventive,Supplier Quality,2025-01-17,Monitoring,Effective
3027,7709,CAPA-003027,Corrective and Preventive,Supplier Quality,2025-01-09,Closed,Not Assessed
3028,6322,CAPA-003028,Corrective and Preventive,Supplier Quality,2025-03-08,Monitoring,Effective
3029,8733,CAPA-003029,Preventive,MSAT,2025-12-15,Monitoring,Effective
3030,9140,CAPA-003030,Corrective,Supplier Quality,2025-07-22,Monitoring,Effective
3031,8885,CAPA-003031,Corrective and Preventive,Manufacturing,2026-02-10,Closed,Not Assessed
3032,4922,CAPA-003032,Preventive,Quality,2026-08-07,Open,Monitoring
3033,5288,CAPA-003033,Preventive,Supplier Quality,2025-03-11,Closed,Effective
3034,6743,CAPA-003034,Preventive,MSAT,2024-07-22,Closed,Effective
3035,7723,CAPA-003035,Corrective,Quality,2025-08-17,Open,Ineffective
3036,9438,CAPA-003036,Corrective and Preventive,Quality,2026-02-21,Open,Effective
3037,8233,CAPA-003037,Corrective,Manufacturing,2026-02-19,Open,Effective
3038,3570,CAPA-003038,Corrective,Quality,2026-06-28,Open,Effective
3039,5137,CAPA-003039,Corrective,Supplier Quality,2026-08-06,Monitoring,Effective
3040,2678,CAPA-003040,Preventive,Quality,2024-12-12,Closed,Not Assessed
3041,11173,CAPA-003041,Corrective,Manufacturing,2026-05-17,Closed,Effective
3042,6062,CAPA-003042,Preventive,Supplier Quality,2026-06-05,Monitoring,Effective
3043,4156,CAPA-003043,Corrective,Supplier Quality,2026-04-20,Closed,Effective
3044,4730,CAPA-003044,Preventive,Manufacturing,2025-01-15,Closed,Effective
3045,10948,CAPA-003045,Corrective,Quality,2026-08-12,Closed,Effective
3046,6246,CAPA-003046,Preventive,Supplier Quality,2024-12-30,Closed,Not Assessed
3047,4819,CAPA-003047,Preventive,Supplier Quality,2025-03-14,Open,Effective
3048,6120,CAPA-003048,Corrective and Preventive,Supplier Quality,2026-01-07,Monitoring,Effective
3049,7195,CAPA-003049,Corrective and Preventive,Manufacturing,2025-03-29,Monitoring,Effective
3050,3619,CAPA-003050,Preventive,Laboratory,2026-02-10,Closed,Effective
3051,639,CAPA-003051,Corrective and Preventive,Manufacturing,2025-01-03,Closed,Monitoring
3052,7353,CAPA-003052,Preventive,Laboratory,2026-03-26,Closed,Effective
3053,2661,CAPA-003053,Corrective and Preventive,Laboratory,2025-11-23,Monitoring,Effective
3054,9596,CAPA-003054,Preventive,Quality,2024-09-21,Closed,Monitoring
3055,5237,CAPA-003055,Corrective,Manufacturing,2025-07-10,Monitoring,Effective
3056,3359,CAPA-003056,Preventive,MSAT,2025-01-13,Closed,Monitoring
3057,7079,CAPA-003057,Preventive,MSAT,2025-01-18,Open,Not Assessed
3058,7648,CAPA-003058,Corrective and Preventive,Laboratory,2025-10-02,Monitoring,Monitoring
3059,11399,CAPA-003059,Corrective,Supplier Quality,2024-06-29,Closed,Monitoring
3060,8315,CAPA-003060,Preventive,Quality,2024-09-08,Closed,Ineffective
3061,11868,CAPA-003061,Corrective and Preventive,Laboratory,2026-05-22,Closed,Ineffective
3062,4471,CAPA-003062,Corrective and Preventive,Manufacturing,2025-10-05,Closed,Monitoring
3063,4293,CAPA-003063,Corrective,MSAT,2026-01-26,Monitoring,Effective
3064,4073,CAPA-003064,Corrective and Preventive,MSAT,2026-10-26,Closed,Monitoring
3065,5353,CAPA-003065,Preventive,Manufacturing,2024-09-03,Closed,Effective
3066,8969,CAPA-003066,Corrective,Quality,2025-06-02,Closed,Monitoring
3067,9227,CAPA-003067,Corrective and Preventive,Supplier Quality,2026-02-28,Closed,Effective
3068,4245,CAPA-003068,Corrective and Preventive,Laboratory,2026-01-04,Monitoring,Monitoring
3069,844,CAPA-003069,Preventive,MSAT,2025-07-29,Open,Ineffective
3070,10406,CAPA-003070,Preventive,Laboratory,2024-11-30,Closed,Effective
3071,2500,CAPA-003071,Corrective,Laboratory,2026-11-17,Open,Monitoring
3072,5714,CAPA-003072,Preventive,Laboratory,2025-04-10,Closed,Effective
3073,9406,CAPA-003073,Corrective and Preventive,Supplier Quality,2024-10-14,Closed,Monitoring
3074,11966,CAPA-003074,Corrective and Preventive,Laboratory,2025-06-03,Closed,Effective
3075,6064,CAPA-003075,Corrective,Manufacturing,2024-10-18,Monitoring,Effective
3076,7764,CAPA-003076,Corrective,Manufacturing,2026-05-17,Open,Effective
3077,11312,CAPA-003077,Preventive,Laboratory,2025-08-21,Closed,Monitoring
3078,8275,CAPA-003078,Preventive,Quality,2026-03-15,Open,Monitoring
3079,2980,CAPA-003079,Corrective and Preventive,Supplier Quality,2024-11-19,Closed,Ineffective
3080,2246,CAPA-003080,Corrective and Preventive,Supplier Quality,2026-01-26,Closed,Ineffective
3081,106,CAPA-003081,Preventive,MSAT,2026-05-15,Closed,Monitoring
3082,1541,CAPA-003082,Corrective,Quality,2025-04-12,Closed,Monitoring
3083,10063,CAPA-003083,Preventive,Laboratory,2025-09-12,Open,Effective
3084,3123,CAPA-003084,Corrective and Preventive,Supplier Quality,2026-02-16,Closed,Effective
3085,6716,CAPA-003085,Preventive,Supplier Quality,2026-03-24,Open,Effective
3086,8220,CAPA-003086,Preventive,MSAT,2026-02-02,Closed,Monitoring
3087,5918,CAPA-003087,Corrective,Quality,2026-08-28,Closed,Not Assessed
3088,10955,CAPA-003088,Corrective and Preventive,Supplier Quality,2025-05-09,Closed,Not Assessed
3089,1479,CAPA-003089,Corrective,Manufacturing,2025-02-27,Closed,Not Assessed
3090,1081,CAPA-003090,Corrective,Quality,2025-09-06,Closed,Effective
3091,1963,CAPA-003091,Corrective and Preventive,Supplier Quality,2025-05-26,Closed,Not Assessed
3092,1599,CAPA-003092,Corrective,Supplier Quality,2025-03-01,Closed,Monitoring
3093,6582,CAPA-003093,Corrective,MSAT,2024-08-28,Closed,Effective
3094,5376,CAPA-003094,Preventive,MSAT,2026-08-13,Open,Effective
3095,109,CAPA-003095,Preventive,Supplier Quality,2025-02-20,Monitoring,Monitoring
3096,1038,CAPA-003096,Corrective and Preventive,Laboratory,2026-05-12,Closed,Effective
3097,2701,CAPA-003097,Corrective and Preventive,Quality,2024-11-21,Closed,Monitoring
3098,9224,CAPA-003098,Corrective and Preventive,Manufacturing,2025-10-25,Closed,Effective
3099,7876,CAPA-003099,Corrective and Preventive,MSAT,2024-09-14,Closed,Effective
3100,10098,CAPA-003100,Corrective and Preventive,Manufacturing,2026-11-05,Closed,Monitoring
3101,11852,CAPA-003101,Preventive,Quality,2026-01-11,Monitoring,Monitoring
3102,1383,CAPA-003102,Preventive,Laboratory,2025-06-05,Closed,Effective
3103,11440,CAPA-003103,Corrective,Manufacturing,2024-10-06,Closed,Not Assessed
3104,7359,CAPA-003104,Corrective and Preventive,Supplier Quality,2026-01-29,Monitoring,Monitoring
3105,1909,CAPA-003105,Preventive,Quality,2024-11-04,Closed,Not Assessed
3106,6464,CAPA-003106,Preventive,Manufacturing,2025-08-24,Closed,Effective
3107,2007,CAPA-003107,Preventive,MSAT,2025-08-10,Closed,Effective
3108,10741,CAPA-003108,Preventive,Laboratory,2025-01-25,Closed,Effective
3109,4855,CAPA-003109,Preventive,Laboratory,2026-06-06,Monitoring,Effective
3110,9608,CAPA-003110,Preventive,Manufacturing,2026-01-28,Open,Monitoring
3111,11650,CAPA-003111,Corrective and Preventive,Supplier Quality,2025-11-28,Closed,Not Assessed
3112,9704,CAPA-003112,Corrective,MSAT,2026-09-06,Monitoring,Effective
3113,9570,CAPA-003113,Corrective and Preventive,Manufacturing,2025-08-10,Open,Ineffective
3114,7176,CAPA-003114,Corrective and Preventive,Supplier Quality,2025-09-05,Closed,Ineffective
3115,9367,CAPA-003115,Corrective,MSAT,2024-09-03,Open,Monitoring
3116,8182,CAPA-003116,Preventive,Manufacturing,2025-09-28,Closed,Effective
3117,4657,CAPA-003117,Corrective and Preventive,MSAT,2025-07-27,Closed,Effective
3118,4145,CAPA-003118,Corrective,Supplier Quality,2024-08-25,Closed,Effective
3119,1273,CAPA-003119,Corrective and Preventive,Quality,2024-12-18,Closed,Not Assessed
3120,11708,CAPA-003120,Corrective,Laboratory,2025-12-27,Closed,Not Assessed
3121,7633,CAPA-003121,Corrective,MSAT,2026-01-28,Closed,Not Assessed
3122,3997,CAPA-003122,Corrective,Manufacturing,2024-06-02,Open,Not Assessed
3123,3947,CAPA-003123,Corrective,Laboratory,2025-09-08,Closed,Effective
3124,7857,CAPA-003124,Corrective and Preventive,Supplier Quality,2026-01-18,Closed,Effective
3125,8361,CAPA-003125,Preventive,Supplier Quality,2025-11-11,Closed,Not Assessed
3126,9977,CAPA-003126,Corrective,Quality,2024-07-24,Monitoring,Effective
3127,5326,CAPA-003127,Preventive,MSAT,2026-05-23,Monitoring,Monitoring
3128,10335,CAPA-003128,Corrective and Preventive,Supplier Quality,2026-05-06,Closed,Effective
3129,4530,CAPA-003129,Corrective and Preventive,Laboratory,2025-12-13,Closed,Effective
3130,1450,CAPA-003130,Corrective and Preventive,Quality,2026-01-21,Open,Not Assessed
3131,4526,CAPA-003131,Corrective and Preventive,Manufacturing,2025-06-06,Closed,Effective
3132,6642,CAPA-003132,Corrective,Manufacturing,2026-11-02,Closed,Effective
